parent, map, numimages, MatchedSizes, Width, Height, CombWidth, CombHeight, IsOutput
skyrim, labyrinthian_base, 9, True, 256, 256, 768, 768, True
summerset, sq5mephalaext01_base, 25, True, 256, 256, 1280, 1280, True
bangkorai, unhallowedgravemap001, 9, True, 256, 256, 768, 768, True
bangkorai, unhallowedgravemap002, 9, True, 256, 256, 768, 768, True
bangkorai, unhallowedgravemap003, 9, True, 256, 256, 768, 768, True
blackwood, vunalk2_base, 9, True, 256, 256, 768, 768, True
elsweyr, jodesembrace1.base, 25, True, 256, 256, 1280, 1280, True
wrothgar, honorsrestorc_base, 9, True, 256, 256, 768, 768, True
skyrim, midnightbarrow_base, 9, True, 256, 256, 768, 768, True
cyrodiil, northhighrockgate_base, 25, True, 256, 256, 1280, 1280, True
wrothgar, frostbreakfortint_map_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootfightersguildup_base, 9, True, 256, 256, 768, 768, True
vvardenfell, balmora_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, thefivefingerdance, 9, True, 256, 256, 768, 768, True
vvardenfell, vvardenfelloutlawrefuge_base, 9, True, 256, 256, 768, 768, True
coldharbor, wailingmaw_base, 9, True, 256, 256, 768, 768, True
summerset, alinoroutlawsrefuge02_base, 9, True, 256, 256, 768, 768, True
blackwood, veyond3_base, 9, True, 256, 256, 768, 768, True
rivenspire, rivenspireoutlaw_base, 9, True, 256, 256, 768, 768, True
cyrodiil, quickwaterdepths_base, 9, True, 256, 256, 768, 768, True
wrothgar, chambersofloyalty_base, 9, True, 256, 256, 768, 768, True
skyrim, kynesaegismap001, 9, True, 256, 256, 768, 768, True
shadowfen, sunscaleenclave_base, 9, True, 256, 256, 768, 768, True
wrothgar, zthenganaz_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_collectorvilla_int4_base, 9, True, 256, 256, 768, 768, True
summerset, kingshaven_int2_base, 9, True, 256, 256, 768, 768, True
therift, lostprospect_base, 9, True, 256, 256, 768, 768, True
eastmarch, ui_map_frvfrstvlt01_base, 9, True, 256, 256, 768, 768, True
coldharbor, lightlessoubliettelava_base, 9, True, 256, 256, 768, 768, True
glenumbra, bloodthornlair_base, 9, True, 256, 256, 768, 768, True
craglorn, serpentsnest_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, kiergofightingpit_top_base, 9, True, 256, 256, 768, 768, True
summerset, archonsgrove_base, 25, True, 256, 256, 1280, 1280, True
teaser, els_teaser_hoc_int02, 9, True, 256, 256, 768, 768, True
thievesguild, safehouse_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_bloodruncave_base, 9, True, 256, 256, 768, 768, True
main, sancretor1_base, 9, True, 256, 256, 768, 768, True
thievesguild, abahslanding_base, 25, True, 256, 256, 1280, 1280, True
shadowfen, brokentuskcave_base, 9, True, 256, 256, 768, 768, True
bangkorai, bangkoraioutlawrefuge_base, 9, True, 256, 256, 768, 768, True
vvardenfell, galomdaeus_base, 9, True, 256, 256, 768, 768, True
rivenspire, lorkrataruinsb_base, 9, True, 256, 256, 768, 768, True
eastmarch, bonestrewncrest_base, 9, True, 256, 256, 768, 768, True
coldharbor, hollowcity_base, 25, True, 256, 256, 1280, 1280, True
glenumbra, bthzark_base, 9, True, 256, 256, 768, 768, True
prologue, u29_ne_salas_vault1_base, 9, True, 256, 256, 768, 768, True
craglorn, craglornoutlawrefuge_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachcatacombs4_base, 9, True, 256, 256, 768, 768, True
coldharbor, depravedgrotto_base, 9, True, 256, 256, 768, 768, True
thievesguild, undergroundsepulcher_room3, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dragonguard_island03_base, 9, True, 256, 256, 768, 768, True
thievesguild, undergroundsepulcher_room1, 9, True, 256, 256, 768, 768, True
skyrim, shadowgreen_upper_base, 9, True, 256, 256, 768, 768, True
elsweyr, sugarslingersden02c_base, 9, True, 256, 256, 768, 768, True
summerset, psijicrelicvaults02_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachcatacombs2_base, 9, True, 256, 256, 768, 768, True
elsweyr, jodesembrace3.base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_xal-vakka06_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, varoestatetunnels02_base, 9, True, 256, 256, 768, 768, True
clockwork, brassfortress_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, vineduckvillage_base, 9, True, 256, 256, 768, 768, True
auridon, torinaan4_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_balfiera_ext, 25, True, 256, 256, 1280, 1280, True
darkbrotherhood, varoestatecaves01_base, 9, True, 256, 256, 768, 768, True
grahtwood, mobarmine_base, 9, True, 256, 256, 768, 768, True
wrothgar, exilesbarrow_map_base, 9, True, 256, 256, 768, 768, True
shadowfen, ui_cradleofshadowsint_001_base, 9, True, 256, 256, 768, 768, True
summerset, ceytarncaveint03b_base, 9, True, 256, 256, 768, 768, True
rivenspire, obsidianscar_base, 9, True, 256, 256, 768, 768, True
auridon, ondil_base, 9, True, 256, 256, 768, 768, True
therift, blessedcrucible3_base, 9, True, 256, 256, 768, 768, True
guildmaps, eyevea_base, 25, True, 256, 256, 1280, 1280, True
coldharbor, libraryofdusk_base, 9, True, 256, 256, 768, 768, True
deshaan, quarantineserk_base, 9, True, 256, 256, 768, 768, True
reapersmarch, mawlorkajhall_base, 9, True, 256, 256, 768, 768, True
reach, markunderstone_capper_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewersald1_base, 9, True, 256, 256, 768, 768, True
reach, u28_hallsofarthzandcap2_base, 9, True, 256, 256, 768, 768, True
greenshade, hectahamegrottomain_base, 9, True, 256, 256, 768, 768, True
summerset, sq4sapiarch03_base, 9, True, 256, 256, 768, 768, True
greenshade, marbruk_base, 25, True, 256, 256, 1280, 1280, True
clockwork, ccq2adminnexus02_base, 9, True, 256, 256, 768, 768, True
blackwood, u30leyawiinoutlawsrefugeu_base, 9, True, 256, 256, 768, 768, True
clockwork, hallsofregulation_base, 9, True, 256, 256, 768, 768, True
coldharbor, manorofrevelryint04_base, 9, True, 256, 256, 768, 768, True
skyrim, karthaldexterior_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_dsolace_ext1_base, 25, True, 256, 256, 1280, 1280, True
therift, northwindmine_base, 9, True, 256, 256, 768, 768, True
reach, shatterstonemine_base, 9, True, 256, 256, 768, 768, True
auridon, despair_base, 9, True, 256, 256, 768, 768, True
skyrim, labyrinthianb_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_room7_base, 9, True, 256, 256, 768, 768, True
glenumbra, rpb_map_secret001, 9, True, 256, 256, 768, 768, True
elsweyr, sepulcherofmischance00b_base, 9, True, 256, 256, 768, 768, True
summerset, lillandrilcavebottom_base, 9, True, 256, 256, 768, 768, True
shadowfen, mudtreemine2_base, 9, True, 256, 256, 768, 768, True
alikr, kulatimines-a_base, 9, True, 256, 256, 768, 768, True
vvardenfell, shulk_base, 9, True, 256, 256, 768, 768, True
summerset, lillandrill_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, maw_of_lorkaj_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_deadlight_int02_base, 9, True, 256, 256, 768, 768, True
stonefalls, starvedplanes_base, 9, True, 256, 256, 768, 768, True
summerset, corgradwasteslower_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_top02_base, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmaptempl, 9, True, 256, 256, 768, 768, True
thievesguild, sulimamansion_floor1_hidden, 9, True, 256, 256, 768, 768, True
wrothgar, rectory01_base, 9, True, 256, 256, 768, 768, True
reach, halls_of_the_betrayed_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharbormarket1_base, 9, True, 256, 256, 768, 768, True
skyrim, blackreachworld_base, 16, True, 512, 512, 2048, 2048, True
reapersmarch, sren-ja1_base, 9, True, 256, 256, 768, 768, True
shadowfen, templeofsul_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_collectorvilla_int6_base, 9, True, 256, 256, 768, 768, True
vvardenfell, nchuleftingth1_base, 9, True, 256, 256, 768, 768, True
elsweyr, desertwind_base, 9, True, 256, 256, 768, 768, True
reach, btharzelvault_base, 9, True, 256, 256, 768, 768, True
murkmire, deepmire03_base, 9, True, 256, 256, 768, 768, True
alikr, alkiroutlawrefuge_base, 9, True, 256, 256, 768, 768, True
bangkorai, jaggerjaw_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_collectorvilla_int5_base, 9, True, 256, 256, 768, 768, True
main, heartsgrief1_base, 9, True, 256, 256, 768, 768, True
justice, banditden4_room6_base, 9, True, 256, 256, 768, 768, True
vvardenfell, firemothisland03_base, 25, True, 256, 256, 1280, 1280, True
stonefalls, innerseaarmature_base, 9, True, 256, 256, 768, 768, True
bangkorai, nilataruins_base, 9, True, 256, 256, 768, 768, True
wrothgar, paragonsrememberance_base, 9, True, 256, 256, 768, 768, True
clockwork, evergloamcave_base, 9, True, 256, 256, 768, 768, True
reapersmarch, mawlorkajsuthaysanctuary_base, 9, True, 256, 256, 768, 768, True
bleakrock, bleakrockvillage_base, 9, True, 256, 256, 768, 768, True
alikr, divadschagrinmine_base, 9, True, 256, 256, 768, 768, True
vvardenfell, dreloth_base, 9, True, 256, 256, 768, 768, True
vvardenfell, redorancouncilhall01_base, 9, True, 256, 256, 768, 768, True
therift, brokenhelm_base, 9, True, 256, 256, 768, 768, True
elsweyr, predatorrise_base, 25, True, 256, 256, 1280, 1280, True
blackwood, u30_pantherfang_int2_2_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperial_dragonfire_cath_base, 9, True, 256, 256, 768, 768, True
elsweyr, mulaamnirslair_base, 9, True, 256, 256, 768, 768, True
eastmarch, ui_map_frvfrstvlt04_base, 9, True, 256, 256, 768, 768, True
rivenspire, orcsfingerruins_base, 9, True, 256, 256, 768, 768, True
justice, banditden7_room2_base, 9, True, 256, 256, 768, 768, True
justice, banditden7_room4_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_redmayne_ext_base, 25, True, 256, 256, 1280, 1280, True
stonefalls, bleakrock_base, 9, True, 512, 512, 1536, 1536, True
clockwork, ccq7_map1_base, 9, True, 256, 256, 768, 768, True
elsweyr, starhaventraininghalls_base, 9, True, 256, 256, 768, 768, True
greenshade, hectahamegrottoritual_base, 9, True, 256, 256, 768, 768, True
reapersmarch, seleneswebfinalbossarea_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_balfiera_int3_base, 9, True, 256, 256, 768, 768, True
shadowfen, loriasellowerlevel_base, 9, True, 256, 256, 768, 768, True
reach, btharzel_instance_base, 9, True, 256, 256, 768, 768, True
murkmire, teethofsithis01_base, 9, True, 256, 256, 768, 768, True
elsweyr, rimmenpalace_base, 9, True, 256, 256, 768, 768, True
rivenspire, rivenspire_base, 4, True, 1024, 1024, 2048, 2048, True
craglorn, skyreachcatacombs3_base, 9, True, 256, 256, 768, 768, True
eastmarch, ui_map_frvfrstvlt02_base, 9, True, 256, 256, 768, 768, True
elsweyr, cheesemongerava_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, rawlkha_base, 25, True, 256, 256, 1280, 1280, True
reach, u28_markarthmanor_base, 9, True, 256, 256, 768, 768, True
coldharbor, theendlessstair_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena01_base, 9, True, 256, 256, 768, 768, True
summerset, sq7courtofbedlamruins_base, 9, True, 256, 256, 768, 768, True
vvardenfell, nchuleft_base, 9, True, 256, 256, 768, 768, True
thievesguild, secludedsewers_room2_base, 9, True, 256, 256, 768, 768, True
skyrim, frozencoast_base, 9, True, 256, 256, 768, 768, True
stormhaven, pariahcatacombs_base, 9, True, 256, 256, 768, 768, True
shadowfen, altencorimont_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, nchuleftdepths_base, 9, True, 256, 256, 768, 768, True
reach, secrethideout_base, 9, True, 256, 256, 768, 768, True
greenshade, shademistenclave_base, 9, True, 256, 256, 768, 768, True
grahtwood, havensewers_base, 9, True, 256, 256, 768, 768, True
rivenspire, edraldundercroft_base, 9, True, 256, 256, 768, 768, True
craglorn, rahniza_1, 9, True, 256, 256, 768, 768, True
guildmaps, circusofcheerfulslaughter_base, 9, True, 256, 256, 768, 768, True
summerset, mindtrap_int, 9, True, 256, 256, 768, 768, True
craglorn, lothna_base, 9, True, 256, 256, 768, 768, True
clockwork, mechanicalfundamentlow01_base, 9, True, 256, 256, 768, 768, True
bangkorai, blackhearthavenarea1_base, 9, True, 256, 256, 768, 768, True
grahtwood, orrery_base, 9, True, 256, 256, 768, 768, True
auridon, hazikslair_base, 9, True, 256, 256, 768, 768, True
wrothgar, orsinium_base, 25, True, 256, 256, 1280, 1280, True
skyrim, shadowgreen_lower_base, 9, True, 256, 256, 768, 768, True
glenumbra, ancientcarzogsdemise_base, 9, True, 256, 256, 768, 768, True
shadowfen, whiteroseprison_base, 9, True, 256, 256, 768, 768, True
vvardenfell, libraryofandule01_base, 9, True, 256, 256, 768, 768, True
therift, blessedcrucible2_base, 9, True, 256, 256, 768, 768, True
greenshade, hectahamegrottoarmory_base, 9, True, 256, 256, 768, 768, True
bangkorai, onsisbreathmine_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtpinnacleboss_base, 9, True, 256, 256, 768, 768, True
thievesguild, secludedsewers_room5_base, 9, True, 256, 256, 768, 768, True
summerset, ceytarncaveint03_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtlibrarymain_base, 9, True, 256, 256, 768, 768, True
glenumbra, cathbedraud_base, 9, True, 256, 256, 768, 768, True
murkmire, swampisland_base, 9, True, 256, 256, 768, 768, True
vvardenfell, inanius_base, 9, True, 256, 256, 768, 768, True
clockwork, oasis_map1_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moongravesection1_base, 25, True, 256, 256, 1280, 1280, True
southernelsweyr, empyreanquarry_base, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapstart, 9, True, 256, 256, 768, 768, True
elsweyr, merrivillesugarfarm_base, 9, True, 256, 256, 768, 768, True
vvardenfell, firemothisland02_base, 25, True, 256, 256, 1280, 1280, True
housing, telgalencourtyard_base, 25, True, 256, 256, 1280, 1280, True
coldharbor, thevilelaboratory_base, 9, True, 256, 256, 768, 768, True
shadowfen, stillrisevillage_base, 9, True, 256, 256, 768, 768, True
alikr, suturahs_crypt_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewer_dagfall3b_base, 36, True, 512, 512, 3072, 3072, True
murkmire, teethofsithis02a_base, 9, True, 256, 256, 768, 768, True
tutorial, uprootedhideout_ad1_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moongravesection3_base, 25, True, 256, 256, 1280, 1280, True
greenshade, shroudedhollowcenter_base, 9, True, 256, 256, 768, 768, True
glenumbra, angofssanctum_base, 9, True, 256, 256, 768, 768, True
vvardenfell, nchuleftingth6_base, 9, True, 256, 256, 768, 768, True
malabaltor, belarata_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, tribunesfolly_base, 9, True, 256, 256, 768, 768, True
thievesguild, bahrahasgloom_secret1_base, 9, True, 256, 256, 768, 768, True
main, sancretor5_base, 9, True, 256, 256, 768, 768, True
glenumbra, south_hut_portal_cave_base, 9, True, 256, 256, 768, 768, True
guildmaps, chateaumasterbedroom_base, 9, True, 256, 256, 768, 768, True
alikr, volenfell_pledge_base, 9, True, 256, 256, 768, 768, True
therift, pinepeakcaverns_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, doomstonkeep_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq7_map2_base, 9, True, 256, 256, 768, 768, True
stormhaven, windridgecave_base, 9, True, 256, 256, 768, 768, True
vvardenfell, forgottenwastesext_base, 25, True, 256, 256, 1280, 1280, True
reach, gloomreach2c_base, 9, True, 256, 256, 768, 768, True
main, castleoftheworm3_base, 9, True, 256, 256, 768, 768, True
rivenspire, doomcragmiddle_base, 9, True, 256, 256, 768, 768, True
bangkorai, bangkoraigarrisonbtm_base, 9, True, 256, 256, 768, 768, True
clockwork, planisphere_1st_sphere_base, 9, True, 256, 256, 768, 768, True
justice, banditden7_base, 9, True, 256, 256, 768, 768, True
stonefalls, lastresortbarrow_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq2serviflume_base, 9, True, 256, 256, 768, 768, True
grahtwood, ossuaryoftelacar_base, 9, True, 256, 256, 768, 768, True
reach, nchuandzev1l_base, 9, True, 256, 256, 768, 768, True
battlegrounds, istirusarena_base, 25, True, 256, 256, 1280, 1280, True
rivenspire, crestshademine_base, 9, True, 256, 256, 768, 768, True
craglorn, hircineshaunt_base, 9, True, 256, 256, 768, 768, True
stonefalls, crowswooddungeon_base, 9, True, 256, 256, 768, 768, True
reach, halls_of_the_betrayed4_base, 9, True, 256, 256, 768, 768, True
malabaltor, shaelruins_base, 9, True, 256, 256, 768, 768, True
grahtwood, sacredleapgrotto_base, 9, True, 256, 256, 768, 768, True
vvardenfell, nchuleftingth4_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_bathhouse_base, 9, True, 256, 256, 768, 768, True
guildmaps, mzendeldt_base, 9, True, 256, 256, 768, 768, True
glenumbra, ilessantower_base, 9, True, 256, 256, 768, 768, True
stonefalls, softloamcavern_base, 9, True, 256, 256, 768, 768, True
coldharbor, stirk_base, 25, True, 256, 256, 1280, 1280, True
reach, gloomreach_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, garlasagea_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_xal-vakka02_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dg_sanctuary02_base, 9, True, 256, 256, 768, 768, True
eastmarch, ui_map_frvfrstvlt03_base, 9, True, 256, 256, 768, 768, True
wrothgar, scarpkeepupper_base, 9, True, 256, 256, 768, 768, True
deshaan, theshrineofstveloth_base, 9, True, 256, 256, 768, 768, True
elsweyr, halloflunarchampion.base, 25, True, 256, 256, 1280, 1280, True
deshaan, darkshadecaverns_base, 9, True, 256, 256, 768, 768, True
grahtwood, barkbitecave_base, 9, True, 256, 256, 768, 768, True
malabaltor, deadmansdrop_base, 9, True, 256, 256, 768, 768, True
elsweyr, elsweyr_base, 16, True, 512, 512, 2048, 2048, True
auridon, blisslower_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moonlitcove05_base, 9, True, 256, 256, 768, 768, True
auridon, reliquaryvaulttop_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_xal-vakka09_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenhollow_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_shattered_vault_2_base, 9, True, 256, 256, 768, 768, True
craglorn, ui_map_falkreathsdemise_b_base, 9, True, 256, 256, 768, 768, True
vvardenfell, firemothisland_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, redorancouncilhall02_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_pantherfang_int2_3_base, 9, True, 256, 256, 768, 768, True
battlegrounds, ularra_base, 9, True, 256, 256, 768, 768, True
stormhaven, godrunsdream_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_welke_lower_base, 9, True, 256, 256, 768, 768, True
auridon, skywatch_base, 25, True, 256, 256, 1280, 1280, True
glenumbra, dresankeep_base, 9, True, 256, 256, 768, 768, True
summerset, etonnir_01_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewersebon2_base, 9, True, 256, 256, 768, 768, True
guildmaps, theearthforgepublic_base, 9, True, 256, 256, 768, 768, True
skyrim, icenecroboss_base, 9, True, 256, 256, 768, 768, True
cyrodiil, southhighrockgate_base, 25, True, 256, 256, 1280, 1280, True
reach, grayhostbase1floorpast_base, 9, True, 256, 256, 768, 768, True
glenumbra, eboncrypt_base, 9, True, 256, 256, 768, 768, True
grahtwood, wormrootdepths_base, 9, True, 256, 256, 768, 768, True
skyrim, solitudeoutlawsrefuge, 9, True, 256, 256, 768, 768, True
thievesguild, bahrahasgloom_secret3_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtbattlemage_base, 9, True, 256, 256, 768, 768, True
housing, frostvaultchasm_base, 9, True, 256, 256, 768, 768, True
craglorn, ilthagsundertower02_base, 9, True, 256, 256, 768, 768, True
stormhaven, ui_map_scalecaller001_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moongravesection2_base, 9, True, 256, 256, 768, 768, True
skyrim, lightlesshollow_ruins02_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachhold2_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, stormtalontemple_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachhold1_base, 9, True, 256, 256, 768, 768, True
teaser, els_teaser_hoc_int01, 9, True, 256, 256, 768, 768, True
skyrim, solitudecity_base, 25, True, 256, 256, 1280, 1280, True
murkmire, themists02_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, reapersmarchoutlawrefuge_base, 9, True, 256, 256, 768, 768, True
housing, moonsugarmeadow_base, 25, True, 256, 256, 1280, 1280, True
alikr, guardiansorbit_base, 9, True, 256, 256, 768, 768, True
murkmire, echoinghollow_base, 9, True, 256, 256, 768, 768, True
elsweyr, uimapstarhavenadeptor_base, 25, True, 256, 256, 1280, 1280, True
bangkorai, unhallowedgravemap005, 9, True, 256, 256, 768, 768, True
clockwork, ccunderground_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootcrafting_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena03_base, 9, True, 256, 256, 768, 768, True
craglorn, ui_map_falkreathsdemise_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, dragonholdlower01.5_base, 9, True, 256, 256, 768, 768, True
cyrodiil, southmorrowgate_base, 25, True, 256, 256, 1280, 1280, True
skyrim, blackreach_base, 16, True, 512, 512, 2048, 2048, True
skyrim, palaceofkingslower_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_blackroseprison01_base, 9, True, 256, 256, 768, 768, True
housing, stillwatersretreatint_base, 9, True, 256, 256, 768, 768, True
reach, halls_of_the_betrayed5_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_silenthalls_int01_base, 9, True, 256, 256, 768, 768, True
stonefalls, emberflintmine_base, 9, True, 256, 256, 768, 768, True
thievesguild, deathhollowhalls_room1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ui_map_hofabricloop_base, 9, True, 256, 256, 768, 768, True
craglorn, gladiatorsassembly_base, 9, True, 256, 256, 768, 768, True
glenumbra, crosswychmine_base, 9, True, 256, 256, 768, 768, True
shadowfen, sf_percolatingmire_map, 9, True, 256, 256, 768, 768, True
reach, vateshransritesmap03, 9, True, 256, 256, 768, 768, True
summerset, wastencordale_base, 25, True, 256, 256, 1280, 1280, True
reach, vateshransritesmap04, 9, True, 256, 256, 768, 768, True
reach, vateshransritesmap05, 9, True, 256, 256, 768, 768, True
vvardenfell, clockwork01_base, 9, True, 256, 256, 768, 768, True
battlegrounds, necro_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_agonysascent_int01_base, 9, True, 256, 256, 768, 768, True
elsweyr, ashencombs1_base, 9, True, 256, 256, 768, 768, True
main, castleoftheworm4_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, hrotacave02_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_balfiera_int2_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, darkwatertemple_base, 9, True, 256, 256, 768, 768, True
thievesguild, deathhollowhalls_room4_base, 9, True, 256, 256, 768, 768, True
housing, glenumbramanorintf2_base, 9, True, 256, 256, 768, 768, True
housing, colossalaldmerigrotto_base, 25, True, 256, 256, 1280, 1280, True
auridon, temple_base, 9, True, 256, 256, 768, 768, True
shadowfen, ui_map_mazzatunint003_base, 9, True, 256, 256, 768, 768, True
thievesguild, hiradirgecitadeltg6_base, 9, True, 256, 256, 768, 768, True
clockwork, basilica_03_base, 9, True, 256, 256, 768, 768, True
auridon, southruins_base, 9, True, 256, 256, 768, 768, True
clockwork, ui_map_asylumsanctorum001_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_burninggyre_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialprisondunint02_base, 9, True, 256, 256, 768, 768, True
clockwork, mechanicalfundamentlow02_base, 9, True, 256, 256, 768, 768, True
cyrodiil, westelsweyrgate_base, 25, True, 256, 256, 1280, 1280, True
darkbrotherhood, ui_map_domdepthsofmal2_base, 9, True, 256, 256, 768, 768, True
coldharbor, lightlessoubliette_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_xal-vakka08_base, 9, True, 256, 256, 768, 768, True
skyrim, castlethornmap_001, 9, True, 256, 256, 768, 768, True
bangkorai, bloodmatronscryptgroup_base, 9, True, 256, 256, 768, 768, True
stonefalls, ashmountain_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasmephalaexterior_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootmagesguild_base, 9, True, 256, 256, 768, 768, True
summerset, illuminationacademy_03_base, 9, True, 256, 256, 768, 768, True
therift, snaplegcave_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_balfiera_int7_base, 9, True, 256, 256, 768, 768, True
elsweyr, sugarslingersden02a_base, 9, True, 256, 256, 768, 768, True
blackwood, zhabbey_base, 9, True, 256, 256, 768, 768, True
shadowfen, sanguinesdemesne_base, 9, True, 256, 256, 768, 768, True
clockwork, basilica_02_base, 9, True, 256, 256, 768, 768, True
grahtwood, faltoniasmine_base, 9, True, 256, 256, 768, 768, True
housing, stillwatersretreatext_base, 25, True, 256, 256, 1280, 1280, True
alikr, yokudanpalace02_base, 9, True, 256, 256, 768, 768, True
clockwork, shadowcleft_base, 25, True, 256, 256, 1280, 1280, True
auridon, torinaan5_base, 9, True, 256, 256, 768, 768, True
auridon, therefugeofdread_base, 9, True, 256, 256, 768, 768, True
craglorn, balamathairmonarchcham_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivecsdelyn03a_base, 9, True, 256, 256, 768, 768, True
elsweyr, rimmensewer_base, 9, True, 256, 256, 768, 768, True
glenumbra, badmansend_base, 9, True, 256, 256, 768, 768, True
thievesguild, undergroundsepulcher_room2, 9, True, 256, 256, 768, 768, True
therift, blessedcrucible1_base, 9, True, 256, 256, 768, 768, True
reapersmarch, mhkmoonhunterkeep_base, 9, True, 256, 256, 768, 768, True
summerset, traitorsvault03_base, 9, True, 256, 256, 768, 768, True
murkmire, deadwatervillage_base, 25, True, 256, 256, 1280, 1280, True
stonefalls, stonefallsoutlawrefuge_base, 9, True, 256, 256, 768, 768, True
housing, lakemirexanmer2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_dsolace_int2_base, 9, True, 256, 256, 768, 768, True
thievesguild, hewsbane_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, zalkinsul01_base, 9, True, 256, 256, 768, 768, True
skyrim, riftenratwaytop_base, 9, True, 256, 256, 768, 768, True
greenshade, oldmerchantcaves_base, 9, True, 256, 256, 768, 768, True
vvardenfell, clockwork08_base, 9, True, 256, 256, 768, 768, True
craglorn, fearfang_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_pantherfang_int1_2_base, 9, True, 256, 256, 768, 768, True
wrothgar, wrothgar_base, 49, True, 256, 256, 1792, 1792, True
grahtwood, eldenrootgroundfloor_base, 25, True, 256, 256, 1280, 1280, True
rivenspire, doomcragtop_base, 9, True, 256, 256, 768, 768, True
grahtwood, rootsunder_base, 9, True, 256, 256, 768, 768, True
coldharbor, themooring_base, 9, True, 256, 256, 768, 768, True
summerset, ceytarncaveext01_base, 25, True, 256, 256, 1280, 1280, True
reach, nchuandzev1_base, 9, True, 256, 256, 768, 768, True
